name;id;interface;owner;cmd;state
SBS1#BOH-RECENT-AAASYNCLOG.QEF;60730619;undefined;system;119013239;{viewstate,[{<<"width">>,888},{<<"height">>,620},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"AAASL_BOHID_1">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"AAASL_ORDER_2">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"AAASL_AAAMTID_3">>},{<<"width">>,103},{<<"hidden">>,false}],[{<<"name">>,<<"AAASL_DATETIME_4">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"AAASL_COUNT_5">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"AAASL_AAASPID_6">>},{<<"width">>,103},{<<"hidden">>,false}],[{<<"name">>,<<"AAASL_TITLE_7">>},{<<"width">>,92.4},{<<"hidden">>,false}],[{<<"name">>,<<"AAASL_LENGTH_8">>},{<<"width">>,97},{<<"hidden">>,false}]]}
SBS1#BOH-RECENT-IOTLACA.QEF;49858003;undefined;system;14476924;{viewstate,[{<<"width">>,888},{<<"height">>,100},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"BOH_ID_1">>},{<<"width">>,61},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_PACKID_2">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_FILESEQ_3">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_DATETIME_4">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_FILENAME_5">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_RECCOUNT_6">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_DATEFC_7">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_DATELC_8">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"Speed_9">>},{<<"width">>,55},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_ESID_10">>},{<<"width">>,73},{<<"hidden">>,false}]]}
SBS1#BIH-RECENT-MBS_CO-HH24.QEF;107195893;undefined;system;64984908;{viewstate,[{<<"width">>,564},{<<"height">>,100},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"'MBS_CO'_1">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"TRUNC(BIH_DATETIME,'HH24')_2">>},{<<"width">>,181},{<<"hidden">>,false}],[{<<"name">>,<<"SUM(BIH_RECCOUNT)_3">>},{<<"width">>,127},{<<"hidden">>,false}],[{<<"name">>,<<"SUM(BIH_ERRCOUNT)_4">>},{<<"width">>,127},{<<"hidden">>,false}]]}
SBS1#TABLESPACES.QEF;3024283;undefined;system;95464734;{viewstate,[{<<"width">>,384},{<<"height">>,896},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"TABLESPACE_NAME_1">>},{<<"width">>,184.8},{<<"hidden">>,false}],[{<<"name">>,<<"SUM(BYTES/1024/1024)_2">>},{<<"width">>,145},{<<"hidden">>,false}]]}
SBS1#BOH-RECENT-STAT.QEF;92869514;undefined;system;95527208;{viewstate,[{<<"width">>,1745},{<<"height">>,340},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"BOH_ID_1">>},{<<"width">>,84},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_PACKID_2">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_DATETIME_3">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_FILENAME_4">>},{<<"width">>,495.6},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_RECCOUNT_5">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_ERRCOUNT_6">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"Duration_7">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_ESID_8">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_EXE_9">>},{<<"width">>,151.2},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_VERSION_10">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_JOB_11">>},{<<"width">>,67},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_HOST_12">>},{<<"width">>,126},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_THREAD_13">>},{<<"width">>,168},{<<"hidden">>,false}]]}
SBS1#BOH-RECENT-CONSOL-MONTHLY.QEF;66186866;undefined;system;58215615;{viewstate,[{<<"width">>,1359},{<<"height">>,483},{<<"y">>,112},{<<"x">>,466}],[[{<<"name">>,<<"STAJ_BOHIDSCHED_1">>},{<<"width">>,115},{<<"hidden">>,false}],[{<<"name">>,<<"STAJ_BOHIDEXEC_2">>},{<<"width">>,109},{<<"hidden">>,false}],[{<<"name">>,<<"STAJ_ID_3">>},{<<"width">>,84},{<<"hidden">>,false}],[{<<"name">>,<<"STAJ_DATECRE_4">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"STAJ_PACID_5">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"STAJ_ESID_6">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"STAJ_DATEEXE_7">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"STAJ_DATESTA_8">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"STAJ_DATETRY_9">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"STAJ_NOOFTRIALS_10">>},{<<"width">>,115},{<<"hidden">>,false}],[{<<"name">>,<<"STAJ_SYSINFO_11">>},{<<"width">>,1000},{<<"hidden">>,false}]]}
SBS1#AAATRACKING.QEF;103306767;undefined;system;12003586;{viewstate,[{<<"width">>,1507},{<<"height">>,617},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"AAAT_MSISDN_1">>},{<<"width">>,92.4},{<<"hidden">>,false}],[{<<"name">>,<<"AAAT_TOPSCM_2">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"AAAT_TOPCU_3">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"AAAT_CHARGED_4">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"AAAT_BARSCM_5">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"AAAT_BARCU_6">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"AAAT_AAASPID_7">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"AAAT_SYNCDATE_8">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"AAAT_ESID_9">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"AAAT_ACIDCRE_10">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"AAAT_DATECRE_11">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"AAAT_ACIDMOD_12">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"AAAT_DATEMOD_13">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"AAAT_CHNGCNT_14">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"AAAT_PREPAID_15">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"AAAT_EXTID_16">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"AAAT_SC_17">>},{<<"width">>,67},{<<"hidden">>,false}]]}
SBS0#SICACHE-MSISDN.QEF;130163787;undefined;system;22776324;{viewstate,[{<<"width">>,1312},{<<"height">>,120},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"SIC_MSISDN_1">>},{<<"width">>,92.4},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_IMSI_2">>},{<<"width">>,126},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_STATUS_3">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_PAYMENT_TYPE_4">>},{<<"width">>,121},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_PAYMENT_METHOD_5">>},{<<"width">>,133},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_ENPLASTATE_SMSC_6">>},{<<"width">>,139},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_STYPE_7">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_ENTRY_DATE_8">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_CHANGE_DATE_9">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_USER_LANGUAGE_10">>},{<<"width">>,127},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_BIRTHDATE_11">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_MAIN_SEGMENT_12">>},{<<"width">>,121},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_BIRTHDATE_STATUS_13">>},{<<"width">>,145},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_BARRING_STATE_14">>},{<<"width">>,127},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_CUSTOMER_ID_15">>},{<<"width">>,115},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_COMPANY_ID_16">>},{<<"width">>,109},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_TOP_LEVEL_COMPANY_ID_17">>},{<<"width">>,169},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_FINE_SEGMENT_18">>},{<<"width">>,121},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_SERVICE_NUMBER_19">>},{<<"width">>,133},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_BRAND_20">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_MODEL_21">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_REFRESH_TYPE_22">>},{<<"width">>,121},{<<"hidden">>,false}]]}
SBS2#BDCUCIDXA.QEF;7041348;undefined;system;61433487;{viewstate,[],[]}
SBS0#MAPPING.QEF;31275797;undefined;system;111101513;{viewstate,[{<<"width">>,1312},{<<"height">>,902},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"MAP_ID_1">>},{<<"width">>,84},{<<"hidden">>,false}],[{<<"name">>,<<"MAP_NAME_2">>},{<<"width">>,235.2},{<<"hidden">>,false}],[{<<"name">>,<<"MAP_ETID_3">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"MAP_SRCTID_4">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"IsTime_5">>},{<<"width">>,61},{<<"hidden">>,false}],[{<<"name">>,<<"MAP_SOX_CODE_6">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"MAP_SOX_NAME_7">>},{<<"width">>,142.8},{<<"hidden">>,false}],[{<<"name">>,<<"MAP_SOX_REPORT_8">>},{<<"width">>,109},{<<"hidden">>,false}],[{<<"name">>,<<"MAP_EXECUTE_9">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"MAP_CONDITIONALEXEC_10">>},{<<"width">>,139},{<<"hidden">>,false}],[{<<"name">>,<<"MAP_DEBUG_11">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"MAP_ENDCLEARANCE_12">>},{<<"width">>,121},{<<"hidden">>,false}]]}
SBS2#MAPPING.QEF;24608288;undefined;system;78014851;{viewstate,[],[]}
SBS0#QUEUESTATE-SUBNOT.QEF;9744940;undefined;system;126107750;{viewstate,[{<<"width">>,471},{<<"height">>,560},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"TRUNC(ENQ_TIMESTAMP)_1">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"MSG_STATE_2">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"CONSUMER_NAME_3">>},{<<"width">>,103},{<<"hidden">>,false}],[{<<"name">>,<<"COUNT(*)_4">>},{<<"width">>,73},{<<"hidden">>,false}]]}
SBS0#ENPLATFORM.QEF;128115727;undefined;system;16693121;{viewstate,[{<<"width">>,1312},{<<"height">>,260},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"ENPLA_ID_1">>},{<<"width">>,75.6},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLA_ALIASID_2">>},{<<"width">>,103},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLA_TYPEID_3">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLA_SYNCHRONIZE_4">>},{<<"width">>,127},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLA_REFRESH_5">>},{<<"width">>,103},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLA_REFRESH_DATE_6">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLA_NEXT_REF_BLOCK_7">>},{<<"width">>,145},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLA_TEST_INSTANCE_8">>},{<<"width">>,139},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLA_INSTANCE_ID_9">>},{<<"width">>,127},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLA_INSTANCE_COUNT_10">>},{<<"width">>,145},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLA_THREAD_COUNT_11">>},{<<"width">>,133},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLA_DEBUG_12">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLA_LOGIN_13">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLA_PWD_14">>},{<<"width">>,79},{<<"hidden">>,false}]]}
SBS0#SICCONFIG.QEF;81894297;undefined;system;53067071;{viewstate,[{<<"width">>,1312},{<<"height">>,120},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"SICC_ID_1">>},{<<"width">>,67},{<<"hidden">>,false}],[{<<"name">>,<<"SICC_AVAILABLE_2">>},{<<"width">>,109},{<<"hidden">>,false}],[{<<"name">>,<<"SICC_DEBUGMODE_3">>},{<<"width">>,109},{<<"hidden">>,false}],[{<<"name">>,<<"SICC_RETENTION_4">>},{<<"width">>,109},{<<"hidden">>,false}],[{<<"name">>,<<"SICC_SYNC_SCHEDULE_5">>},{<<"width">>,133},{<<"hidden">>,false}],[{<<"name">>,<<"SICC_REFRESH_COUNT_6">>},{<<"width">>,133},{<<"hidden">>,false}],[{<<"name">>,<<"SICC_SYNC_WINDOW_7">>},{<<"width">>,121},{<<"hidden">>,false}],[{<<"name">>,<<"SICC_TRANSFER_DATE_8">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"SICC_MAX_TRANSFER_DELAY_9">>},{<<"width">>,163},{<<"hidden">>,false}],[{<<"name">>,<<"SICC_REFRESH_SCHEDULE_10">>},{<<"width">>,151},{<<"hidden">>,false}],[{<<"name">>,<<"SICC_REFRESH_INTERVAL_11">>},{<<"width">>,151},{<<"hidden">>,false}],[{<<"name">>,<<"SICC_REFRESH_MSISDN_12">>},{<<"width">>,139},{<<"hidden">>,false}],[{<<"name">>,<<"SICC_REFRESH_IMSI_13">>},{<<"width">>,127},{<<"hidden">>,false}],[{<<"name">>,<<"SICC_REFRESH_START_14">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"SICC_REFRESH_COMPLETE_15">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"SICC_REFRESH_FULL_16">>},{<<"width">>,127},{<<"hidden">>,false}],[{<<"name">>,<<"SICC_NOT_SUBSCRIBER_17">>},{<<"width">>,139},{<<"hidden">>,false}]]}
SBS0#WARNING-RECENT-KILL-SESSION.QEF;122933497;undefined;system;2040263;{viewstate,[{<<"width">>,736},{<<"height">>,100},{<<"y">>,31},{<<"x">>,17}],[[{<<"name">>,<<"W_ERRORTIME_1">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"W_APPLIC_2">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"W_PROCEDURE_3">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"W_TOPIC_4">>},{<<"width">>,67},{<<"hidden">>,false}],[{<<"name">>,<<"W_MESSAGE_5">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"W_SHORTID_6">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"W_BIHID_7">>},{<<"width">>,67},{<<"hidden">>,false}],[{<<"name">>,<<"W_BOHID_8">>},{<<"width">>,67},{<<"hidden">>,false}],[{<<"name">>,<<"W_BDID_9">>},{<<"width">>,61},{<<"hidden">>,false}]]}
SBS1#ISCONSOL-SUMMARY-COMP.QEF;93357150;undefined;system;14206404;{viewstate,[{<<"width">>,1190},{<<"height">>,260},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"ISC_SRCTYPE_1">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"DECODE(ISC_CONSTYPE,'MBN','BN','MPS','PTS',ISC_CONSTYPE)_2">>},{<<"width">>,361},{<<"hidden">>,false}],[{<<"name">>,<<"ISC_PREPAID_3">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"COUNT(*)_4">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"SUM(ISC_COUNT)_5">>},{<<"width">>,109},{<<"hidden">>,false}],[{<<"name">>,<<"SUM(ISC_AMOUNTCU)_6">>},{<<"width">>,127},{<<"hidden">>,false}],[{<<"name">>,<<"SUM(ISC_RETSHAREPV)_7">>},{<<"width">>,139},{<<"hidden">>,false}],[{<<"name">>,<<"SUM(ISC_RETSHAREMO)_8">>},{<<"width">>,139},{<<"hidden">>,false}]]}
SBS0#HIH-RECENT-MSC-MISSING.QEF;5388947;undefined;system;13593175;{viewstate,[{<<"width">>,762},{<<"height">>,100},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"SUBSTR(HIH_FILENAME,1,17)_1">>},{<<"width">>,175},{<<"hidden">>,false}],[{<<"name">>,<<"MIN(HIH_FILESEQ)_2">>},{<<"width">>,121},{<<"hidden">>,false}],[{<<"name">>,<<"MAX(HIH_FILESEQ)_3">>},{<<"width">>,121},{<<"hidden">>,false}],[{<<"name">>,<<"MAX(HIH_FILESEQ)-MIN(HIH_FILESEQ)+1-COUNT(*)_4">>},{<<"width">>,289},{<<"hidden">>,false}]]}
SBS0#WARNING-NOSUB-10.QEF;117397992;undefined;system;61712861;{viewstate,[{<<"width">>,412},{<<"height">>,100},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"SUBSTR(W_MESSAGE,1,4)_1">>},{<<"width">>,151},{<<"hidden">>,false}],[{<<"name">>,<<"TRUNC(W_ERRORTIME)_2">>},{<<"width">>,133},{<<"hidden">>,false}],[{<<"name">>,<<"COUNT(*)_3">>},{<<"width">>,73},{<<"hidden">>,false}]]}
SBS1#ENPLASYNC-STATS.QEF;48118670;undefined;system;60482808;{viewstate,[{<<"width">>,812},{<<"height">>,589},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"ENPLASS_ENPLAID_1">>},{<<"width">>,115},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLASS_INSYNC_2">>},{<<"width">>,109},{<<"hidden">>,false}],[{<<"name">>,<<"DECODE(ENPLASS_SYNC_DATE,NULL,'NULL','SYNCED')_3">>},{<<"width">>,301},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLASS_ENABLER_ACTIVE_4">>},{<<"width">>,157},{<<"hidden">>,false}],[{<<"name">>,<<"COUNT(*)_5">>},{<<"width">>,73},{<<"hidden">>,false}]]}
Users.sql;55892905;undefined;system;23749301;{viewstate,[],[]}
